r,t,f,y,UseByTechnologyAnnual
REGION1,LNDAGRBC1C03,LBARBC1,2032,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2033,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2034,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2035,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2036,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2037,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2038,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2039,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2040,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2041,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2042,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2043,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2044,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2045,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2046,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2047,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2048,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2049,0.033
REGION1,LNDAGRBC1C03,LBARBC1,2050,0.033
REGION1,LNDAGRBC1C03,LBLTBC1,2020,1.8319
REGION1,LNDAGRBC1C03,LBLTBC1,2021,1.852
REGION1,LNDAGRBC1C03,LBLTBC1,2022,1.8724
REGION1,LNDAGRBC1C03,LBLTBC1,2023,1.893
REGION1,LNDAGRBC1C03,LBLTBC1,2024,1.9138
REGION1,LNDAGRBC1C03,LBLTBC1,2025,1.9349
REGION1,LNDAGRBC1C03,LBLTBC1,2026,1.9561
REGION1,LNDAGRBC1C03,LBLTBC1,2027,1.9777
REGION1,LNDAGRBC1C03,LBLTBC1,2028,1.9994
REGION1,LNDAGRBC1C03,LBLTBC1,2029,2.0214
REGION1,LNDAGRBC1C03,LBLTBC1,2030,2.0436
REGION1,LNDAGRBC1C03,LBLTBC1,2031,2.0661
REGION1,LNDAGRBC1C03,LBLTBC1,2032,2.0889
REGION1,LNDAGRBC1C03,LBLTBC1,2033,2.1118
REGION1,LNDAGRBC1C03,LBLTBC1,2034,2.1351
REGION1,LNDAGRBC1C03,LBLTBC1,2035,2.1585
REGION1,LNDAGRBC1C03,LBLTBC1,2036,2.1823
REGION1,LNDAGRBC1C03,LBLTBC1,2037,2.2063
REGION1,LNDAGRBC1C03,LBLTBC1,2038,2.2306
REGION1,LNDAGRBC1C03,LBLTBC1,2039,2.2551
REGION1,LNDAGRBC1C03,LBLTBC1,2040,2.2799
REGION1,LNDAGRBC1C03,LBLTBC1,2041,2.305
REGION1,LNDAGRBC1C03,LBLTBC1,2042,2.3303
REGION1,LNDAGRBC1C03,LBLTBC1,2043,2.356
REGION1,LNDAGRBC1C03,LBLTBC1,2044,2.3819
REGION1,LNDAGRBC1C03,LBLTBC1,2045,2.4081
REGION1,LNDAGRBC1C03,LBLTBC1,2046,2.4346
REGION1,LNDAGRBC1C03,LBLTBC1,2047,2.4614
REGION1,LNDAGRBC1C03,LBLTBC1,2048,2.4884
REGION1,LNDAGRBC1C03,LBLTBC1,2049,2.5158
REGION1,LNDAGRBC1C03,LBLTBC1,2050,2.5435
REGION1,LNDAGRBC1C03,LBRLHIBC1,2027,0.0009
REGION1,LNDAGRBC1C03,LBRLHIBC1,2028,0.0009
REGION1,LNDAGRBC1C03,LBRLHIBC1,2029,0.0007
REGION1,LNDAGRBC1C03,LBRLHIBC1,2030,0.0006
REGION1,LNDAGRBC1C03,LBRLHIBC1,2031,0.0005
REGION1,LNDAGRBC1C03,LBRLHIBC1,2032,0.0004
REGION1,LNDAGRBC1C03,LBRLHIBC1,2033,0.0002
REGION1,LNDAGRBC1C03,LBRLHIBC1,2034,0.0001
REGION1,LNDAGRBC1C03,LBRLHRBC1,2020,0.0775
REGION1,LNDAGRBC1C03,LBRLHRBC1,2021,0.0738
REGION1,LNDAGRBC1C03,LBRLHRBC1,2022,0.08
REGION1,LNDAGRBC1C03,LBRLHRBC1,2023,0.0875
REGION1,LNDAGRBC1C03,LBRLHRBC1,2024,0.085
REGION1,LNDAGRBC1C03,LBRLHRBC1,2025,0.0875
REGION1,LNDAGRBC1C03,LBRLHRBC1,2026,0.0912
REGION1,LNDAGRBC1C03,LBRLHRBC1,2027,0.0941
REGION1,LNDAGRBC1C03,LBRLHRBC1,2028,0.0847
REGION1,LNDAGRBC1C03,LBRLHRBC1,2029,0.0865
REGION1,LNDAGRBC1C03,LBRLHRBC1,2030,0.0924
REGION1,LNDAGRBC1C03,LBRLHRBC1,2031,0.0969
REGION1,LNDAGRBC1C03,LBRLHRBC1,2032,0.1014
REGION1,LNDAGRBC1C03,LBRLHRBC1,2033,0.1059
REGION1,LNDAGRBC1C03,LBRLHRBC1,2034,0.1105
REGION1,LNDAGRBC1C03,LBRLHRBC1,2035,0.115
REGION1,LNDAGRBC1C03,LBRLHRBC1,2036,0.1175
REGION1,LNDAGRBC1C03,LBRLHRBC1,2037,0.12
REGION1,LNDAGRBC1C03,LBRLHRBC1,2038,0.1225
REGION1,LNDAGRBC1C03,LBRLHRBC1,2039,0.1262
REGION1,LNDAGRBC1C03,LBRLHRBC1,2040,0.1288
REGION1,LNDAGRBC1C03,LBRLHRBC1,2041,0.1313
REGION1,LNDAGRBC1C03,LBRLHRBC1,2042,0.1337
REGION1,LNDAGRBC1C03,LBRLHRBC1,2043,0.1362
REGION1,LNDAGRBC1C03,LBRLHRBC1,2044,0.1388
REGION1,LNDAGRBC1C03,LBRLHRBC1,2045,0.1413
REGION1,LNDAGRBC1C03,LBRLHRBC1,2046,0.1437
REGION1,LNDAGRBC1C03,LBRLHRBC1,2047,0.1462
REGION1,LNDAGRBC1C03,LBRLHRBC1,2048,0.1488
REGION1,LNDAGRBC1C03,LBRLHRBC1,2049,0.1513
REGION1,LNDAGRBC1C03,LBRLHRBC1,2050,0.155
REGION1,LNDAGRBC1C03,LBRLIIBC1,2029,0.0002
REGION1,LNDAGRBC1C03,LBRLIIBC1,2030,0.0001
REGION1,LNDAGRBC1C03,LBRLIIBC1,2031,0.0001
REGION1,LNDAGRBC1C03,LBRLIIBC1,2032,0.0001
REGION1,LNDAGRBC1C03,LBRLIIBC1,2033,0.0001
REGION1,LNDAGRBC1C03,LBRLIIBC1,2034,0.0
REGION1,LNDAGRBC1C03,LBRLIRBC1,2028,0.0191
REGION1,LNDAGRBC1C03,LBRLIRBC1,2029,0.0181
REGION1,LNDAGRBC1C03,LBRLIRBC1,2030,0.0151
REGION1,LNDAGRBC1C03,LBRLIRBC1,2031,0.0121
REGION1,LNDAGRBC1C03,LBRLIRBC1,2032,0.0091
REGION1,LNDAGRBC1C03,LBRLIRBC1,2033,0.006
REGION1,LNDAGRBC1C03,LBRLIRBC1,2034,0.0031
REGION1,LNDAGRBC1C03,LGRSBC1,2020,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2021,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2022,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2023,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2024,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2025,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2026,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2027,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2028,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2029,0.9013
REGION1,LNDAGRBC1C03,LGRSBC1,2030,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2031,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2032,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2033,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2034,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2035,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2036,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2037,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2038,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2039,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2040,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2041,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2042,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2043,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2044,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2045,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2046,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2047,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2048,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2049,0.9014
REGION1,LNDAGRBC1C03,LGRSBC1,2050,0.9014
REGION1,LNDAGRBC1C03,LMAIHIBC1,2020,0.0014
REGION1,LNDAGRBC1C03,LMAIHIBC1,2021,3.1294
REGION1,LNDAGRBC1C03,LMAIHIBC1,2022,3.1293
REGION1,LNDAGRBC1C03,LMAIHIBC1,2023,3.1879
REGION1,LNDAGRBC1C03,LMAIHIBC1,2024,3.3158
REGION1,LNDAGRBC1C03,LMAIHIBC1,2025,3.3253
REGION1,LNDAGRBC1C03,LMAIHIBC1,2026,3.4927
REGION1,LNDAGRBC1C03,LMAIHIBC1,2027,8.1607
REGION1,LNDAGRBC1C03,LMAIHIBC1,2028,8.4202
REGION1,LNDAGRBC1C03,LMAIHIBC1,2029,8.5877
REGION1,LNDAGRBC1C03,LMAIHIBC1,2030,8.6367
REGION1,LNDAGRBC1C03,LMAIHIBC1,2031,8.8137
REGION1,LNDAGRBC1C03,LMAIHIBC1,2032,8.8136
REGION1,LNDAGRBC1C03,LMAIHIBC1,2033,8.9415
REGION1,LNDAGRBC1C03,LMAIHIBC1,2034,8.9773
REGION1,LNDAGRBC1C03,LMAIHIBC1,2035,9.0921
REGION1,LNDAGRBC1C03,LMAIHIBC1,2036,9.3158
REGION1,LNDAGRBC1C03,LMAIHIBC1,2037,9.4869
REGION1,LNDAGRBC1C03,LMAIHIBC1,2038,9.5921
REGION1,LNDAGRBC1C03,LMAIHIBC1,2039,9.6053
REGION1,LNDAGRBC1C03,LMAIHIBC1,2040,9.6578
REGION1,LNDAGRBC1C03,LMAIHIBC1,2041,9.7895
REGION1,LNDAGRBC1C03,LMAIHIBC1,2042,9.9079
REGION1,LNDAGRBC1C03,LMAIHIBC1,2043,10.0263
REGION1,LNDAGRBC1C03,LMAIHIBC1,2044,10.1316
REGION1,LNDAGRBC1C03,LMAIHIBC1,2045,10.2368
REGION1,LNDAGRBC1C03,LMAIHIBC1,2046,10.3421
REGION1,LNDAGRBC1C03,LMAIHIBC1,2047,10.4474
REGION1,LNDAGRBC1C03,LMAIHIBC1,2048,10.5526
REGION1,LNDAGRBC1C03,LMAIHIBC1,2049,10.6448
REGION1,LNDAGRBC1C03,LMAIHIBC1,2050,10.75
REGION1,LNDAGRBC1C03,LMAIHRBC1,2020,0.1402
REGION1,LNDAGRBC1C03,LMAIHRBC1,2021,0.1309
REGION1,LNDAGRBC1C03,LMAIHRBC1,2022,0.1216
REGION1,LNDAGRBC1C03,LMAIHRBC1,2023,0.1122
REGION1,LNDAGRBC1C03,LMAIHRBC1,2024,0.1029
REGION1,LNDAGRBC1C03,LMAIHRBC1,2025,0.0935
REGION1,LNDAGRBC1C03,LMAIHRBC1,2026,0.0842
REGION1,LNDAGRBC1C03,LMAIHRBC1,2027,0.0748
REGION1,LNDAGRBC1C03,LMAIHRBC1,2028,0.0654
REGION1,LNDAGRBC1C03,LMAIHRBC1,2029,0.0561
REGION1,LNDAGRBC1C03,LMAIHRBC1,2030,0.0467
REGION1,LNDAGRBC1C03,LMAIHRBC1,2031,0.0374
REGION1,LNDAGRBC1C03,LMAIHRBC1,2032,0.028
REGION1,LNDAGRBC1C03,LMAIHRBC1,2033,0.0187
REGION1,LNDAGRBC1C03,LMAIHRBC1,2034,0.0093
REGION1,LNDAGRBC1C03,LMAIIIBC1,2020,0.0004
REGION1,LNDAGRBC1C03,LMAIIIBC1,2021,0.0003
REGION1,LNDAGRBC1C03,LMAIIIBC1,2022,0.0003
REGION1,LNDAGRBC1C03,LMAIIIBC1,2023,0.0003
REGION1,LNDAGRBC1C03,LMAIIIBC1,2024,0.0003
REGION1,LNDAGRBC1C03,LMAIIIBC1,2025,0.0002
REGION1,LNDAGRBC1C03,LMAIIIBC1,2026,0.0002
REGION1,LNDAGRBC1C03,LMAIIIBC1,2027,0.0002
REGION1,LNDAGRBC1C03,LMAIIIBC1,2028,0.0002
REGION1,LNDAGRBC1C03,LMAIIIBC1,2029,0.0001
REGION1,LNDAGRBC1C03,LMAIIIBC1,2030,0.0001
REGION1,LNDAGRBC1C03,LMAIIIBC1,2031,0.0001
REGION1,LNDAGRBC1C03,LMAIIIBC1,2032,0.0001
REGION1,LNDAGRBC1C03,LMAIIIBC1,2033,0.0
REGION1,LNDAGRBC1C03,LMAIIIBC1,2034,0.0
REGION1,LNDAGRBC1C03,LMAIIRBC1,2020,0.035
REGION1,LNDAGRBC1C03,LMAIIRBC1,2021,0.0328
REGION1,LNDAGRBC1C03,LMAIIRBC1,2022,0.0304
REGION1,LNDAGRBC1C03,LMAIIRBC1,2023,0.028
REGION1,LNDAGRBC1C03,LMAIIRBC1,2024,0.0257
REGION1,LNDAGRBC1C03,LMAIIRBC1,2025,0.0234
REGION1,LNDAGRBC1C03,LMAIIRBC1,2026,0.0211
REGION1,LNDAGRBC1C03,LMAIIRBC1,2027,0.0187
REGION1,LNDAGRBC1C03,LMAIIRBC1,2028,0.0163
REGION1,LNDAGRBC1C03,LMAIIRBC1,2029,0.0141
REGION1,LNDAGRBC1C03,LMAIIRBC1,2030,0.0117
REGION1,LNDAGRBC1C03,LMAIIRBC1,2031,0.0093
REGION1,LNDAGRBC1C03,LMAIIRBC1,2032,0.007
REGION1,LNDAGRBC1C03,LMAIIRBC1,2033,0.0047
REGION1,LNDAGRBC1C03,LMAIIRBC1,2034,0.0024
REGION1,LNDAGRBC1C03,LMAILRBC1,2020,16.8115
REGION1,LNDAGRBC1C03,LMAILRBC1,2021,16.8115
REGION1,LNDAGRBC1C03,LMAILRBC1,2022,16.3225
REGION1,LNDAGRBC1C03,LMAILRBC1,2023,16.8115
REGION1,LNDAGRBC1C03,LMAILRBC1,2024,16.8115
REGION1,LNDAGRBC1C03,LMAILRBC1,2025,16.8115
REGION1,LNDAGRBC1C03,LMAILRBC1,2026,16.8115
REGION1,LNDAGRBC1C03,LMAILRBC1,2031,0.0605
REGION1,LNDAGRBC1C03,LOATHIBC1,2020,0.0022
REGION1,LNDAGRBC1C03,LOATHIBC1,2021,0.002
REGION1,LNDAGRBC1C03,LOATHIBC1,2022,0.0019
REGION1,LNDAGRBC1C03,LOATHIBC1,2023,0.0018
REGION1,LNDAGRBC1C03,LOATHIBC1,2024,0.0016
REGION1,LNDAGRBC1C03,LOATHIBC1,2025,0.0084
REGION1,LNDAGRBC1C03,LOATHIBC1,2026,0.0262
REGION1,LNDAGRBC1C03,LOATHIBC1,2027,0.0441
REGION1,LNDAGRBC1C03,LOATHIBC1,2028,0.0618
REGION1,LNDAGRBC1C03,LOATHIBC1,2029,0.0819
REGION1,LNDAGRBC1C03,LOATHIBC1,2030,0.0997
REGION1,LNDAGRBC1C03,LOATHIBC1,2031,0.1174
REGION1,LNDAGRBC1C03,LOATHIBC1,2032,0.1375
REGION1,LNDAGRBC1C03,LOATHIBC1,2033,0.1553
REGION1,LNDAGRBC1C03,LOATHIBC1,2034,0.1732
REGION1,LNDAGRBC1C03,LOATHIBC1,2035,0.1909
REGION1,LNDAGRBC1C03,LOATHIBC1,2036,0.1954
REGION1,LNDAGRBC1C03,LOATHIBC1,2037,0.1977
REGION1,LNDAGRBC1C03,LOATHIBC1,2038,0.2
REGION1,LNDAGRBC1C03,LOATHIBC1,2039,0.2045
REGION1,LNDAGRBC1C03,LOATHIBC1,2040,0.2068
REGION1,LNDAGRBC1C03,LOATHIBC1,2041,0.2091
REGION1,LNDAGRBC1C03,LOATHIBC1,2042,0.2114
REGION1,LNDAGRBC1C03,LOATHIBC1,2043,0.2159
REGION1,LNDAGRBC1C03,LOATHIBC1,2044,0.2182
REGION1,LNDAGRBC1C03,LOATHIBC1,2045,0.2205
REGION1,LNDAGRBC1C03,LOATHIBC1,2046,0.2228
REGION1,LNDAGRBC1C03,LOATHIBC1,2047,0.2273
REGION1,LNDAGRBC1C03,LOATHIBC1,2048,0.2296
REGION1,LNDAGRBC1C03,LOATHIBC1,2049,0.2319
REGION1,LNDAGRBC1C03,LOATHIBC1,2050,0.2364
REGION1,LNDAGRBC1C03,LOATHRBC1,2020,0.1391
REGION1,LNDAGRBC1C03,LOATHRBC1,2021,0.1613
REGION1,LNDAGRBC1C03,LOATHRBC1,2022,0.1638
REGION1,LNDAGRBC1C03,LOATHRBC1,2023,0.1664
REGION1,LNDAGRBC1C03,LOATHRBC1,2024,0.1571
REGION1,LNDAGRBC1C03,LOATHRBC1,2025,0.1429
REGION1,LNDAGRBC1C03,LOATHRBC1,2026,0.1285
REGION1,LNDAGRBC1C03,LOATHRBC1,2027,0.1142
REGION1,LNDAGRBC1C03,LOATHRBC1,2028,0.1
REGION1,LNDAGRBC1C03,LOATHRBC1,2029,0.0857
REGION1,LNDAGRBC1C03,LOATHRBC1,2030,0.0714
REGION1,LNDAGRBC1C03,LOATHRBC1,2031,0.0571
REGION1,LNDAGRBC1C03,LOATHRBC1,2032,0.0429
REGION1,LNDAGRBC1C03,LOATHRBC1,2033,0.0285
REGION1,LNDAGRBC1C03,LOATHRBC1,2034,0.0143
REGION1,LNDAGRBC1C03,LOATIIBC1,2024,0.0004
REGION1,LNDAGRBC1C03,LOATIIBC1,2025,0.0004
REGION1,LNDAGRBC1C03,LOATIIBC1,2026,0.0003
REGION1,LNDAGRBC1C03,LOATIIBC1,2027,0.0003
REGION1,LNDAGRBC1C03,LOATIIBC1,2028,0.0003
REGION1,LNDAGRBC1C03,LOATIIBC1,2029,0.0002
REGION1,LNDAGRBC1C03,LOATIIBC1,2030,0.0002
REGION1,LNDAGRBC1C03,LOATIIBC1,2031,0.0001
REGION1,LNDAGRBC1C03,LOATIIBC1,2032,0.0001
REGION1,LNDAGRBC1C03,LOATIIBC1,2033,0.0001
REGION1,LNDAGRBC1C03,LOATIIBC1,2034,0.0
REGION1,LNDAGRBC1C03,LOATIRBC1,2024,0.0177
REGION1,LNDAGRBC1C03,LOATIRBC1,2025,0.0357
REGION1,LNDAGRBC1C03,LOATIRBC1,2026,0.0322
REGION1,LNDAGRBC1C03,LOATIRBC1,2027,0.0285
REGION1,LNDAGRBC1C03,LOATIRBC1,2028,0.025
REGION1,LNDAGRBC1C03,LOATIRBC1,2029,0.0214
REGION1,LNDAGRBC1C03,LOATIRBC1,2030,0.0178
REGION1,LNDAGRBC1C03,LOATIRBC1,2031,0.0143
REGION1,LNDAGRBC1C03,LOATIRBC1,2032,0.0107
REGION1,LNDAGRBC1C03,LOATIRBC1,2033,0.0071
REGION1,LNDAGRBC1C03,LOATIRBC1,2034,0.0036
REGION1,LNDAGRBC1C03,LOTHHIBC1,2020,0.3808
REGION1,LNDAGRBC1C03,LOTHHIBC1,2021,0.3554
REGION1,LNDAGRBC1C03,LOTHHIBC1,2022,0.33
REGION1,LNDAGRBC1C03,LOTHHIBC1,2023,0.3046
REGION1,LNDAGRBC1C03,LOTHHIBC1,2024,0.2793
REGION1,LNDAGRBC1C03,LOTHHIBC1,2025,0.2538
REGION1,LNDAGRBC1C03,LOTHHIBC1,2026,0.2285
REGION1,LNDAGRBC1C03,LOTHHIBC1,2027,0.203
REGION1,LNDAGRBC1C03,LOTHHIBC1,2028,0.1777
REGION1,LNDAGRBC1C03,LOTHHIBC1,2029,0.1523
REGION1,LNDAGRBC1C03,LOTHHIBC1,2030,0.1269
REGION1,LNDAGRBC1C03,LOTHHIBC1,2031,0.1016
REGION1,LNDAGRBC1C03,LOTHHIBC1,2032,0.0761
REGION1,LNDAGRBC1C03,LOTHHIBC1,2033,0.0508
REGION1,LNDAGRBC1C03,LOTHHIBC1,2034,0.0253
REGION1,LNDAGRBC1C03,LOTHIIBC1,2020,2.5145
REGION1,LNDAGRBC1C03,LOTHIIBC1,2021,2.9595
REGION1,LNDAGRBC1C03,LOTHIIBC1,2022,3.0266
REGION1,LNDAGRBC1C03,LOTHIIBC1,2023,3.0938
REGION1,LNDAGRBC1C03,LOTHIIBC1,2024,3.1832
REGION1,LNDAGRBC1C03,LOTHIIBC1,2025,3.2171
REGION1,LNDAGRBC1C03,LOTHIIBC1,2026,3.2954
REGION1,LNDAGRBC1C03,LOTHIIBC1,2027,3.3848
REGION1,LNDAGRBC1C03,LOTHIIBC1,2028,3.4964
REGION1,LNDAGRBC1C03,LOTHIIBC1,2029,3.5636
REGION1,LNDAGRBC1C03,LOTHIIBC1,2030,3.6864
REGION1,LNDAGRBC1C03,LOTHIIBC1,2031,3.7868
REGION1,LNDAGRBC1C03,LOTHIIBC1,2032,3.8207
REGION1,LNDAGRBC1C03,LOTHIIBC1,2033,3.9101
REGION1,LNDAGRBC1C03,LOTHIIBC1,2034,3.9995
REGION1,LNDAGRBC1C03,LOTHIIBC1,2035,4.0889
REGION1,LNDAGRBC1C03,LOTHIIBC1,2036,4.1555
REGION1,LNDAGRBC1C03,LOTHIIBC1,2037,4.2111
REGION1,LNDAGRBC1C03,LOTHIIBC1,2038,4.2555
REGION1,LNDAGRBC1C03,LOTHIIBC1,2039,4.3112
REGION1,LNDAGRBC1C03,LOTHIIBC1,2040,4.3556
REGION1,LNDAGRBC1C03,LOTHIIBC1,2041,4.4111
REGION1,LNDAGRBC1C03,LOTHIIBC1,2042,4.4556
REGION1,LNDAGRBC1C03,LOTHIIBC1,2043,4.5222
REGION1,LNDAGRBC1C03,LOTHIIBC1,2044,4.5667
REGION1,LNDAGRBC1C03,LOTHIIBC1,2045,4.6222
REGION1,LNDAGRBC1C03,LOTHIIBC1,2046,4.6778
REGION1,LNDAGRBC1C03,LOTHIIBC1,2047,4.7222
REGION1,LNDAGRBC1C03,LOTHIIBC1,2048,4.7777
REGION1,LNDAGRBC1C03,LOTHIIBC1,2049,4.8334
REGION1,LNDAGRBC1C03,LOTHIIBC1,2050,4.8889
REGION1,LNDAGRBC1C03,LPEAHIBC1,2020,0.0016
REGION1,LNDAGRBC1C03,LPEAHIBC1,2021,0.0015
REGION1,LNDAGRBC1C03,LPEAHIBC1,2022,0.0014
REGION1,LNDAGRBC1C03,LPEAHIBC1,2023,0.0013
REGION1,LNDAGRBC1C03,LPEAHIBC1,2024,0.0012
REGION1,LNDAGRBC1C03,LPEAHIBC1,2025,0.0141
REGION1,LNDAGRBC1C03,LPEAHIBC1,2026,0.0283
REGION1,LNDAGRBC1C03,LPEAHIBC1,2027,0.0459
REGION1,LNDAGRBC1C03,LPEAHIBC1,2028,0.0602
REGION1,LNDAGRBC1C03,LPEAHIBC1,2029,0.0777
REGION1,LNDAGRBC1C03,LPEAHIBC1,2030,0.092
REGION1,LNDAGRBC1C03,LPEAHIBC1,2031,0.1063
REGION1,LNDAGRBC1C03,LPEAHIBC1,2032,0.1238
REGION1,LNDAGRBC1C03,LPEAHIBC1,2033,0.1381
REGION1,LNDAGRBC1C03,LPEAHIBC1,2034,0.1557
REGION1,LNDAGRBC1C03,LPEAHIBC1,2035,0.17
REGION1,LNDAGRBC1C03,LPEAHIBC1,2036,0.1733
REGION1,LNDAGRBC1C03,LPEAHIBC1,2037,0.18
REGION1,LNDAGRBC1C03,LPEAHIBC1,2038,0.1833
REGION1,LNDAGRBC1C03,LPEAHIBC1,2039,0.19
REGION1,LNDAGRBC1C03,LPEAHIBC1,2040,0.1933
REGION1,LNDAGRBC1C03,LPEAHIBC1,2041,0.1967
REGION1,LNDAGRBC1C03,LPEAHIBC1,2042,0.2033
REGION1,LNDAGRBC1C03,LPEAHIBC1,2043,0.2067
REGION1,LNDAGRBC1C03,LPEAHIBC1,2044,0.2133
REGION1,LNDAGRBC1C03,LPEAHIBC1,2045,0.2167
REGION1,LNDAGRBC1C03,LPEAHIBC1,2046,0.22
REGION1,LNDAGRBC1C03,LPEAHIBC1,2047,0.2267
REGION1,LNDAGRBC1C03,LPEAHIBC1,2048,0.23
REGION1,LNDAGRBC1C03,LPEAHIBC1,2049,0.2367
REGION1,LNDAGRBC1C03,LPEAHIBC1,2050,0.24
REGION1,LNDAGRBC1C03,LPEAHRBC1,2020,0.1174
REGION1,LNDAGRBC1C03,LPEAHRBC1,2021,0.1175
REGION1,LNDAGRBC1C03,LPEAHRBC1,2022,0.1253
REGION1,LNDAGRBC1C03,LPEAHRBC1,2023,0.1277
REGION1,LNDAGRBC1C03,LPEAHRBC1,2024,0.1171
REGION1,LNDAGRBC1C03,LPEAHRBC1,2025,0.1064
REGION1,LNDAGRBC1C03,LPEAHRBC1,2026,0.0958
REGION1,LNDAGRBC1C03,LPEAHRBC1,2027,0.0851
REGION1,LNDAGRBC1C03,LPEAHRBC1,2028,0.0745
REGION1,LNDAGRBC1C03,LPEAHRBC1,2029,0.0639
REGION1,LNDAGRBC1C03,LPEAHRBC1,2030,0.0533
REGION1,LNDAGRBC1C03,LPEAHRBC1,2031,0.0426
REGION1,LNDAGRBC1C03,LPEAHRBC1,2032,0.032
REGION1,LNDAGRBC1C03,LPEAHRBC1,2033,0.0213
REGION1,LNDAGRBC1C03,LPEAHRBC1,2034,0.0106
REGION1,LNDAGRBC1C03,LPEAIIBC1,2023,0.0003
REGION1,LNDAGRBC1C03,LPEAIIBC1,2024,0.0003
REGION1,LNDAGRBC1C03,LPEAIIBC1,2025,0.0003
REGION1,LNDAGRBC1C03,LPEAIIBC1,2026,0.0002
REGION1,LNDAGRBC1C03,LPEAIIBC1,2027,0.0002
REGION1,LNDAGRBC1C03,LPEAIIBC1,2028,0.0002
REGION1,LNDAGRBC1C03,LPEAIIBC1,2029,0.0002
REGION1,LNDAGRBC1C03,LPEAIIBC1,2030,0.0001
REGION1,LNDAGRBC1C03,LPEAIIBC1,2031,0.0001
REGION1,LNDAGRBC1C03,LPEAIIBC1,2032,0.0001
REGION1,LNDAGRBC1C03,LPEAIIBC1,2033,0.0
REGION1,LNDAGRBC1C03,LPEAIIBC1,2034,0.0
REGION1,LNDAGRBC1C03,LPEAIRBC1,2023,0.0018
REGION1,LNDAGRBC1C03,LPEAIRBC1,2024,0.0271
REGION1,LNDAGRBC1C03,LPEAIRBC1,2025,0.0266
REGION1,LNDAGRBC1C03,LPEAIRBC1,2026,0.024
REGION1,LNDAGRBC1C03,LPEAIRBC1,2027,0.0213
REGION1,LNDAGRBC1C03,LPEAIRBC1,2028,0.0186
REGION1,LNDAGRBC1C03,LPEAIRBC1,2029,0.0159
REGION1,LNDAGRBC1C03,LPEAIRBC1,2030,0.0133
REGION1,LNDAGRBC1C03,LPEAIRBC1,2031,0.0106
REGION1,LNDAGRBC1C03,LPEAIRBC1,2032,0.008
REGION1,LNDAGRBC1C03,LPEAIRBC1,2033,0.0053
REGION1,LNDAGRBC1C03,LPEAIRBC1,2034,0.0027
REGION1,LNDAGRBC1C03,LPTWHIBC1,2020,0.0001
REGION1,LNDAGRBC1C03,LPTWHIBC1,2021,0.0001
REGION1,LNDAGRBC1C03,LPTWHIBC1,2022,0.0001
REGION1,LNDAGRBC1C03,LPTWHIBC1,2023,0.0001
REGION1,LNDAGRBC1C03,LPTWHIBC1,2024,0.0001
REGION1,LNDAGRBC1C03,LPTWHIBC1,2025,0.0002
REGION1,LNDAGRBC1C03,LPTWHIBC1,2026,0.0001
